u_raw,u_mean,u_prime
-0.0436048266941655,0.0007051626589208546,-0.04430998935308636
0.1042192459304286,0.0007051626589208546,0.10351408327150774
-0.2964008454008822,0.0007051626589208546,-0.29710600805980303
-0.0441578252304034,0.0007051626589208546,-0.04486298788932426
-0.0597187661279609,0.0007051626589208546,-0.060423928786881756
0.0554481100864962,0.0007051626589208546,0.05474294742757534
0.0998281435911031,0.0007051626589208546,0.09912298093218225
0.1679485346484179,0.0007051626589208546,0.16724337198949707
0.0712927968899877,0.0007051626589208546,0.07058763423106684
-0.3632227879887493,0.0007051626589208546,-0.36392795064767014
-0.2815401317223254,0.0007051626589208546,-0.28224529438124624
-0.1639222858391019,0.0007051626589208546,-0.16462744849802274
-0.0846721775769686,0.0007051626589208546,-0.08537734023588946
0.315232287141634,0.0007051626589208546,0.31452712448271314
-0.3488816960558739,0.0007051626589208546,-0.3495868587147947
-0.1072245144512099,0.0007051626589208546,-0.10792967711013075
0.2859028494642149,0.0007051626589208546,0.28519768680529406
-0.0899632423489836,0.0007051626589208546,-0.09066840500790446
0.1381246949528472,0.0007051626589208546,0.13741953229392637
-0.041862612878371,0.0007051626589208546,-0.04256777553729186
0.0770349771974168,0.0007051626589208546,0.07632981453849594
-0.0685417631428621,0.0007051626589208546,-0.06924692580178296
0.2001196418185062,0.0007051626589208546,0.19941447915958535
-0.4635169222219305,0.0007051626589208546,-0.46422208488085137
-0.1089936025165635,0.0007051626589208546,-0.10969876517548435
0.0889718030082924,0.0007051626589208546,0.08826664034937154
0.1601085744018578,0.0007051626589208546,0.15940341174293696
0.4478857868261482,0.0007051626589208546,0.44718062416722737
-0.1173074000596729,0.0007051626589208546,-0.11801256271859376
0.4438445285582618,0.0007051626589208546,0.44313936589934094
-0.1977071479979011,0.0007051626589208546,-0.19841231065682194
0.3985939234633931,0.0007051626589208546,0.3978887608044723
0.2452401380095117,0.0007051626589208546,0.24453497535059085
-0.2740375738896668,0.0007051626589208546,-0.27474273654858766
